province,naics_3digit,year,emissions,export_value,carbon_intensity,eite,us_industry,treatment,carbon_price,wti_usd_per_bbl,wcs_usd_per_bbl,differential_usd_per_bbl,log_wti,wcs_discount,Oil and gas extraction,Petroleum and coal products,Chemical products,Primary metals,Nonmetallic mineral products,Manufacturing,Mining,Utilities,"Agriculture, forestry, fishing, and hunting",emissions_intensity,log_intensity,log_us_oil_and_gas_extraction,log_us_petroleum_and_coal_products,log_us_chemical_products,log_us_primary_metals,log_us_nonmetallic_mineral_products,log_us_manufacturing,log_us_mining,log_us_utilities
British Columbia,327,2007,2337482.4446,144813.0,16.141385404513812,1,Nonmetallic mineral products,0,0.0,72.34,57.34,15.0,4.281377226523952,15.0,262418,168942,298764,112345,78456,2103489,398712,312456,164214,16.141385404513812,2.781386495868936,12.477693931260342,12.037310739733964,12.607409243054558,11.62932977284033,11.270293237072156,14.559107952619433,12.895994630734425,12.652218938245342
British Columbia,327,2008,2131915.545,139121.0,15.32418215067945,1,Nonmetallic mineral products,1,10.0,99.67,79.67,20.0,4.601864728979365,20.0,248912,142567,276543,98765,72345,1987654,378945,305678,162895,15.32418215067945,2.7294321133952337,12.424854699326902,11.8675673436316,12.53012160322397,11.500498569962101,11.189201621171183,14.502465606785602,12.845146354800312,12.630287539309531
British Columbia,327,2009,1354268.2659800001,104678.0,12.937467910803251,1,Nonmetallic mineral products,1,15.0,61.95,46.95,15.0,4.126327608075152,15.0,189456,112345,234567,76543,65432,1765432,312456,298765,228621,12.937467910803251,2.5601275906981256,12.151912086570738,11.62932977284033,12.365496540345632,11.245607953403638,11.08876671441481,14.383905977607686,12.652218938245342,12.607412590172439
British Columbia,327,2010,836996.85342,93797.0,8.923492791998429,1,Nonmetallic mineral products,1,20.0,79.48,64.48,15.0,4.375505417683616,15.0,223456,134567,256789,87654,72345,1923456,345678,310987,289998,8.923492791998429,2.188687438558626,12.316969805645762,11.8098174952568,12.456010014989538,11.38115252536057,11.189201621171183,14.469634125945344,12.753262984891322,12.647506389644613
British Columbia,327,2011,1056120.96019,103759.0,10.178596171703866,1,Nonmetallic mineral products,1,25.0,94.88,74.88,20.0,4.552612935249416,20.0,267890,156789,278901,98765,76543,2012345,398765,318765,274178,10.178596171703866,2.3202871009947312,12.498331727475062,11.962656231376378,12.538612159123673,11.500498569962101,11.245607953403638,14.514811266675228,12.896127549928528,12.672209433171071
British Columbia,327,2012,1542575.10577,112041.0,13.767951961837472,1,Nonmetallic mineral products,1,30.0,94.05,74.05,20.0,4.54382655574704,20.0,298765,178901,289012,109876,81234,2109876,432109,325678,312345,13.767951961837472,2.622343569786175,12.607412590172439,12.094587859196112,12.574223488723884,11.607107736197484,11.305089157723167,14.562139735952844,12.976433150215033,12.693664442160706
British Columbia,327,2013,1835536.66209,122181.0,15.023094115083172,1,Nonmetallic mineral products,1,30.0,97.98,72.98,25.0,4.584763376210429,25.0,321098,189012,301234,123456,87654,2187654,456789,332109,345678,15.023094115083172,2.7095886247936174,12.679501651468984,12.149565784089736,12.615642650343313,11.7236400962654,11.38115252536057,14.598340294735943,13.031976856473577,12.713218507268635
British Columbia,327,2014,1911166.15418,109125.0,17.513550095417976,1,Nonmetallic mineral products,1,30.0,93.17,68.17,25.0,4.534425781462334,25.0,367890,210987,321098,145678,98765,2289012,498765,345678,367890,17.513550095417976,2.8629748724874506,12.815539259424181,12.259551799185738,12.679501651468984,11.889153985586766,11.500498569962101,14.64363084138492,13.11989032192193,12.753262984891322
British Columbia,327,2015,1888803.8709,148521.0,12.71741956280447,1,Nonmetallic mineral products,1,30.0,48.66,28.66,20.0,3.8848573373553763,20.0,298765,210987,321098,145678,98765,2289012,456789,356789,398765,12.71741956280447,2.542972672772781,12.607412590172439,12.259551799185738,12.679501651468984,11.889153985586766,11.500498569962101,14.64363084138492,13.031976856473577,12.784899849616338
British Columbia,327,2016,1601342.4784,196390.0,8.15389010841614,1,Nonmetallic mineral products,1,30.0,43.29,23.29,20.0,3.7679216614538893,20.0,189012,156789,278901,109876,87654,1987654,312345,338901,456789,8.15389010841614,2.0984951272908106,12.149565784089736,11.962656231376378,12.538612159123673,11.607107736197484,11.38115252536057,14.502465606785602,12.651863625109904,12.733463308313716
British Columbia,327,2017,1442108.7711,216329.0,6.666275770208034,1,Nonmetallic mineral products,1,30.0,50.88,30.88,20.0,3.9294699190318667,20.0,367890,234567,367890,178901,123456,2410987,498765,367890,498765,6.666275770208034,1.8970613486980188,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
British Columbia,327,2018,1600916.0588,229721.0,6.9689582528068,1,Nonmetallic mineral products,1,35.0,65.23,38.58,26.65,4.177919485808005,26.65,234567,178901,298765,123456,98765,2198765,367890,342109,412345,6.9689582528068,1.9414657520247214,12.365496540345632,12.094587859196112,12.607412590172439,11.7236400962654,11.500498569962101,14.603406397068623,12.815539259424181,12.742884678716692
British Columbia,327,2019,1476752.9156,219764.0,6.719721681409513,1,Nonmetallic mineral products,1,40.0,56.99,38.59,18.4,4.0428758138469085,18.4,189012,156789,278901,109876,87654,1987654,312345,338901,367890,6.719721681409513,1.9050467372204554,12.149565784089736,11.962656231376378,12.538612159123673,11.607107736197484,11.38115252536057,14.502465606785602,12.651863625109904,12.733463308313716
British Columbia,327,2020,1332652.1199,202707.0,6.574277750119264,1,Nonmetallic mineral products,1,45.0,39.68,24.3,15.38,3.6808472824166723,15.38,367890,234567,367890,178901,123456,2410987,498765,367890,456789,6.574277750119264,1.8831647241395006,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
British Columbia,327,2021,1431889.974,168906.0,8.477437000411605,1,Nonmetallic mineral products,1,50.0,68.17,51.52,16.65,4.222004585374694,16.65,432109,278901,432109,210987,145678,2589012,567890,398765,498765,8.477437000411605,2.137408163602442,12.976433150215033,12.538612159123673,12.976433150215033,12.259551799185738,11.889153985586766,14.76678689371714,13.249683016976556,12.896127549928528
British Columbia,327,2022,1283145.34896,230022.0,5.578359239352852,1,Nonmetallic mineral products,1,50.0,94.9,76.25,18.65,4.552823705615882,18.65,389012,298765,456789,234567,156789,2678901,521098,412345,521098,5.578359239352852,1.718894690027334,12.871365470453831,12.607412590172439,13.031976856473577,12.365496540345632,11.962656231376378,14.80091719375658,13.163693402855015,12.929615656566547
British Columbia,327,2023,1389616.34642,256156.0,5.424883065064161,1,Nonmetallic mineral products,1,65.0,77.58,58.93,18.65,4.351309662011821,18.65,401234,312345,478901,256789,167890,2789012,534567,423456,534567,5.424883065064161,1.6909963443673317,12.902300077241911,12.651863625109904,13.079249174447126,12.456010014989538,12.031064282030444,14.841197969217795,13.189212352386619,12.956204891572776
British Columbia,331,2007,1158945.947,634564.0,1.8263657361561223,1,Primary metals,0,0.0,72.34,57.34,15.0,4.281377226523952,15.0,262418,168942,298764,112345,78456,2103489,398712,312456,164214,1.8263657361561223,0.6023280557399742,12.477693931260342,12.037310739733964,12.607409243054558,11.62932977284033,11.270293237072156,14.559107952619433,12.895994630734425,12.652218938245342
British Columbia,331,2008,1229602.895,911014.0,1.349708012169572,1,Primary metals,1,10.0,99.67,79.67,20.0,4.601864728979365,20.0,248912,142567,276543,98765,72345,1987654,378945,305678,162895,1.349708012169572,0.29988828177507215,12.424854699326902,11.8675673436316,12.53012160322397,11.500498569962101,11.189201621171183,14.502465606785602,12.845146354800312,12.630287539309531
British Columbia,331,2009,1221290.06,1075842.0,1.1351946289500363,1,Primary metals,1,15.0,61.95,46.95,15.0,4.126327608075152,15.0,189456,112345,234567,76543,65432,1765432,312456,298765,228621,1.1351946289500363,0.1268041154836131,12.151912086570738,11.62932977284033,12.365496540345632,11.245607953403638,11.08876671441481,14.383905977607686,12.652218938245342,12.607412590172439
British Columbia,331,2010,952352.177388,1450621.0,0.6565134362368554,1,Primary metals,1,20.0,79.48,64.48,15.0,4.375505417683616,15.0,223456,134567,256789,87654,72345,1923456,345678,310987,289998,0.6565134362368554,-0.4208121189797871,12.316969805645762,11.8098174952568,12.456010014989538,11.38115252536057,11.189201621171183,14.469634125945344,12.753262984891322,12.647506389644613
British Columbia,331,2011,842197.11844,1677188.0,0.5021483092172719,1,Primary metals,1,25.0,94.88,74.88,20.0,4.552612935249416,20.0,267890,156789,278901,98765,76543,2012345,398765,318765,274178,0.5021483092172719,-0.6888597662354398,12.498331727475062,11.962656231376378,12.538612159123673,11.500498569962101,11.245607953403638,14.514811266675228,12.896127549928528,12.672209433171071
British Columbia,331,2012,887350.78119,1539604.0,0.5763500102555096,1,Primary metals,1,30.0,94.05,74.05,20.0,4.54382655574704,20.0,298765,178901,289012,109876,81234,2109876,432109,325678,312345,0.5763500102555096,-0.5510401461412238,12.607412590172439,12.094587859196112,12.574223488723884,11.607107736197484,11.305089157723167,14.562139735952844,12.976433150215033,12.693664442160706
British Columbia,331,2013,769723.06779,1280648.0,0.6010418692641529,1,Primary metals,1,30.0,97.98,72.98,25.0,4.584763376210429,25.0,321098,189012,301234,123456,87654,2187654,456789,332109,345678,0.6010418692641529,-0.5090906808765656,12.679501651468984,12.149565784089736,12.615642650343313,11.7236400962654,11.38115252536057,14.598340294735943,13.031976856473577,12.713218507268635
British Columbia,331,2014,556103.7849,1268250.0,0.43848120236511845,1,Primary metals,1,30.0,93.17,68.17,25.0,4.534425781462334,25.0,367890,210987,321098,145678,98765,2289012,498765,345678,367890,0.43848120236511845,-0.8244383361272584,12.815539259424181,12.259551799185738,12.679501651468984,11.889153985586766,11.500498569962101,14.64363084138492,13.11989032192193,12.753262984891322
British Columbia,331,2015,497442.9348,1452489.0,0.34247621482824137,1,Primary metals,1,30.0,48.66,28.66,20.0,3.8848573373553763,20.0,298765,210987,321098,145678,98765,2289012,456789,356789,398765,0.34247621482824137,-1.0715530694482849,12.607412590172439,12.259551799185738,12.679501651468984,11.889153985586766,11.500498569962101,14.64363084138492,13.031976856473577,12.784899849616338
British Columbia,331,2016,916237.4392,2359625.0,0.3882979029293264,1,Primary metals,1,30.0,43.29,23.29,20.0,3.7679216614538893,20.0,189012,156789,278901,109876,87654,1987654,312345,338901,456789,0.3882979029293264,-0.9459824429046657,12.149565784089736,11.962656231376378,12.538612159123673,11.607107736197484,11.38115252536057,14.502465606785602,12.651863625109904,12.733463308313716
British Columbia,331,2017,869012.43963,2809269.0,0.3093375677550604,1,Primary metals,1,30.0,50.88,30.88,20.0,3.9294699190318667,20.0,367890,234567,367890,178901,123456,2410987,498765,367890,498765,0.3093375677550604,-1.1733221460943961,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
British Columbia,331,2018,847843.49923,2896865.0,0.2926762204071323,1,Primary metals,1,35.0,65.23,38.58,26.65,4.177919485808005,26.65,234567,178901,298765,123456,98765,2198765,367890,342109,412345,0.2926762204071323,-1.228688330787793,12.365496540345632,12.094587859196112,12.607412590172439,11.7236400962654,11.500498569962101,14.603406397068623,12.815539259424181,12.742884678716692
British Columbia,331,2019,838007.8803699999,2195655.0,0.381666464162001,1,Primary metals,1,40.0,56.99,38.59,18.4,4.0428758138469085,18.4,189012,156789,278901,109876,87654,1987654,312345,338901,367890,0.381666464162001,-0.9632081822419575,12.149565784089736,11.962656231376378,12.538612159123673,11.607107736197484,11.38115252536057,14.502465606785602,12.651863625109904,12.733463308313716
British Columbia,331,2020,819211.15808,1770734.0,0.46263931120063057,1,Primary metals,1,45.0,39.68,24.3,15.38,3.6808472824166723,15.38,367890,234567,367890,178901,123456,2410987,498765,367890,456789,0.46263931120063057,-0.770807553978539,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
British Columbia,331,2021,589460.43525,2114861.0,0.278723015484101,1,Primary metals,1,50.0,68.17,51.52,16.65,4.222004585374694,16.65,432109,278901,432109,210987,145678,2589012,567890,398765,498765,0.278723015484101,-1.2775367663319601,12.976433150215033,12.538612159123673,12.976433150215033,12.259551799185738,11.889153985586766,14.76678689371714,13.249683016976556,12.896127549928528
British Columbia,331,2022,445508.97124,2439179.0,0.1826471002086429,1,Primary metals,1,50.0,94.9,76.25,18.65,4.552823705615882,18.65,389012,298765,456789,234567,156789,2678901,521098,412345,521098,0.1826471002086429,-1.7001994020856372,12.871365470453831,12.607412590172439,13.031976856473577,12.365496540345632,11.962656231376378,14.80091719375658,13.163693402855015,12.929615656566547
British Columbia,331,2023,844854.4859399999,2499195.0,0.33805064668409707,1,Primary metals,1,65.0,77.58,58.93,18.65,4.351309662011821,18.65,401234,312345,478901,256789,167890,2789012,534567,423456,534567,0.33805064668409707,-1.0845595524637062,12.902300077241911,12.651863625109904,13.079249174447126,12.456010014989538,12.031064282030444,14.841197969217795,13.189212352386619,12.956204891572776
Manitoba,211,2011,56456.81862,8185.0,6.897595432266634,1,Oil and gas extraction,0,0.0,94.88,74.88,20.0,4.552612935249416,20.0,267890,156789,278901,98765,76543,2012345,398765,318765,274178,6.897595432266634,1.9311728627898332,12.498331727475062,11.962656231376378,12.538612159123673,11.500498569962101,11.245607953403638,14.514811266675228,12.896127549928528,12.672209433171071
Manitoba,211,2012,82944.23817,4450.0,18.639154640755244,1,Oil and gas extraction,0,0.0,94.05,74.05,20.0,4.54382655574704,20.0,298765,178901,289012,109876,81234,2109876,432109,325678,312345,18.639154640755244,2.925264456338204,12.607412590172439,12.094587859196112,12.574223488723884,11.607107736197484,11.305089157723167,14.562139735952844,12.976433150215033,12.693664442160706
Manitoba,211,2022,222052.90346,324634.0,0.6840100034479321,1,Oil and gas extraction,0,50.0,94.9,76.25,18.65,4.552823705615882,18.65,389012,298765,456789,234567,156789,2678901,521098,412345,521098,0.6840100034479321,-0.3797827365426525,12.871365470453831,12.607412590172439,13.031976856473577,12.365496540345632,11.962656231376378,14.80091719375658,13.163693402855015,12.929615656566547
Manitoba,211,2023,150341.99599999998,350945.0,0.4283919018637439,1,Oil and gas extraction,0,65.0,77.58,58.93,18.65,4.351309662011821,18.65,401234,312345,478901,256789,167890,2789012,534567,423456,534567,0.4283919018637439,-0.8477168437997606,12.902300077241911,12.651863625109904,13.079249174447126,12.456010014989538,12.031064282030444,14.841197969217795,13.189212352386619,12.956204891572776
Manitoba,212,2009,56126.934,45732.0,1.22730110204611,1,Mining,0,0.0,61.95,46.95,15.0,4.126327608075152,15.0,189456,112345,234567,76543,65432,1765432,312456,298765,228621,1.22730110204611,0.20481753256446508,12.151912086570738,11.62932977284033,12.365496540345632,11.245607953403638,11.08876671441481,14.383905977607686,12.652218938245342,12.607412590172439
Manitoba,212,2010,51826.632,26602.0,1.9482231410439732,1,Mining,0,0.0,79.48,64.48,15.0,4.375505417683616,15.0,223456,134567,256789,87654,72345,1923456,345678,310987,289998,1.9482231410439732,0.6669177474506722,12.316969805645762,11.8098174952568,12.456010014989538,11.38115252536057,11.189201621171183,14.469634125945344,12.753262984891322,12.647506389644613
Manitoba,212,2011,66432.966,33588.0,1.9778779920811635,1,Mining,0,0.0,94.88,74.88,20.0,4.552612935249416,20.0,267890,156789,278901,98765,76543,2012345,398765,318765,274178,1.9778779920811635,0.6820245488315285,12.498331727475062,11.962656231376378,12.538612159123673,11.500498569962101,11.245607953403638,14.514811266675228,12.896127549928528,12.672209433171071
Manitoba,212,2012,70612.494,183998.0,0.3837677257340636,1,Mining,0,0.0,94.05,74.05,20.0,4.54382655574704,20.0,298765,178901,289012,109876,81234,2109876,432109,325678,312345,0.3837677257340636,-0.9577177903095433,12.607412590172439,12.094587859196112,12.574223488723884,11.607107736197484,11.305089157723167,14.562139735952844,12.976433150215033,12.693664442160706
Manitoba,212,2013,74549.992,67779.0,1.0998980805101892,1,Mining,0,0.0,97.98,72.98,25.0,4.584763376210429,25.0,321098,189012,301234,123456,87654,2187654,456789,332109,345678,1.0998980805101892,0.09521752143002413,12.679501651468984,12.149565784089736,12.615642650343313,11.7236400962654,11.38115252536057,14.598340294735943,13.031976856473577,12.713218507268635
Manitoba,212,2014,78796.076,65953.0,1.1947307324732048,1,Mining,0,0.0,93.17,68.17,25.0,4.534425781462334,25.0,367890,210987,321098,145678,98765,2289012,498765,345678,367890,1.1947307324732048,0.17792083151889357,12.815539259424181,12.259551799185738,12.679501651468984,11.889153985586766,11.500498569962101,14.64363084138492,13.11989032192193,12.753262984891322
Manitoba,212,2015,83954.516,167475.0,0.5012958113121284,1,Mining,0,0.0,48.66,28.66,20.0,3.8848573373553763,20.0,298765,210987,321098,145678,98765,2289012,456789,356789,398765,0.5012958113121284,-0.6905589103986384,12.607412590172439,12.259551799185738,12.679501651468984,11.889153985586766,11.500498569962101,14.64363084138492,13.031976856473577,12.784899849616338
Manitoba,212,2016,102616.12478000001,71046.0,1.44436174842434,1,Mining,0,0.0,43.29,23.29,20.0,3.7679216614538893,20.0,189012,156789,278901,109876,87654,1987654,312345,338901,456789,1.44436174842434,0.3676675273955696,12.149565784089736,11.962656231376378,12.538612159123673,11.607107736197484,11.38115252536057,14.502465606785602,12.651863625109904,12.733463308313716
Manitoba,212,2017,122461.21900000001,73770.0,1.6600409244725496,1,Mining,0,0.0,50.88,30.88,20.0,3.9294699190318667,20.0,367890,234567,367890,178901,123456,2410987,498765,367890,498765,1.6600409244725496,0.5068422553612809,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
Manitoba,212,2018,103483.305,51422.0,2.0124325191160897,1,Mining,0,0.0,65.23,38.58,26.65,4.177919485808005,26.65,234567,178901,298765,123456,98765,2198765,367890,342109,412345,2.0124325191160897,0.6993441988744163,12.365496540345632,12.094587859196112,12.607412590172439,11.7236400962654,11.500498569962101,14.603406397068623,12.815539259424181,12.742884678716692
Manitoba,212,2019,74899.79427,52844.0,1.417375563329472,1,Mining,0,20.0,56.99,38.59,18.4,4.0428758138469085,18.4,189012,156789,278901,109876,87654,1987654,312345,338901,367890,1.417375563329472,0.34880696675539824,12.149565784089736,11.962656231376378,12.538612159123673,11.607107736197484,11.38115252536057,14.502465606785602,12.651863625109904,12.733463308313716
Manitoba,212,2020,72875.6616,110635.0,0.6587034988868017,1,Mining,0,30.0,39.68,24.3,15.38,3.6808472824166723,15.38,367890,234567,367890,178901,123456,2410987,498765,367890,456789,0.6587034988868017,-0.41748177154330973,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
Manitoba,212,2021,17618.06325,133025.0,0.13244174591142685,1,Mining,0,40.0,68.17,51.52,16.65,4.222004585374694,16.65,432109,278901,432109,210987,145678,2589012,567890,398765,498765,0.13244174591142685,-2.021612383730462,12.976433150215033,12.538612159123673,12.976433150215033,12.259551799185738,11.889153985586766,14.76678689371714,13.249683016976556,12.896127549928528
Manitoba,212,2022,20213.59951,276845.0,0.07301413971690653,1,Mining,0,50.0,94.9,76.25,18.65,4.552823705615882,18.65,389012,298765,456789,234567,156789,2678901,521098,412345,521098,0.07301413971690653,-2.6171021618380084,12.871365470453831,12.607412590172439,13.031976856473577,12.365496540345632,11.962656231376378,14.80091719375658,13.163693402855015,12.929615656566547
Manitoba,212,2023,42131.17312000001,261644.0,0.1610248013324937,1,Mining,0,65.0,77.58,58.93,18.65,4.351309662011821,18.65,401234,312345,478901,256789,167890,2789012,534567,423456,534567,0.1610248013324937,-1.8261968803180313,12.902300077241911,12.651863625109904,13.079249174447126,12.456010014989538,12.031064282030444,14.841197969217795,13.189212352386619,12.956204891572776
Manitoba,311,2017,209695.28419,2070819.0,0.10126200512449361,0,Manufacturing,0,0.0,50.88,30.88,20.0,3.9294699190318667,20.0,367890,234567,367890,178901,123456,2410987,498765,367890,498765,0.10126200512449361,-2.2900440108934514,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
Manitoba,311,2018,203332.48635,2102219.0,0.09672278975211587,0,Manufacturing,0,0.0,65.23,38.58,26.65,4.177919485808005,26.65,234567,178901,298765,123456,98765,2198765,367890,342109,412345,0.09672278975211587,-2.3359062295006265,12.365496540345632,12.094587859196112,12.607412590172439,11.7236400962654,11.500498569962101,14.603406397068623,12.815539259424181,12.742884678716692
Manitoba,311,2019,199610.97148,1719774.0,0.11606814120918443,0,Manufacturing,0,20.0,56.99,38.59,18.4,4.0428758138469085,18.4,189012,156789,278901,109876,87654,1987654,312345,338901,367890,0.11606814120918443,-2.1535778361247333,12.149565784089736,11.962656231376378,12.538612159123673,11.607107736197484,11.38115252536057,14.502465606785602,12.651863625109904,12.733463308313716
Manitoba,311,2020,223234.315,2325158.0,0.09600823470916987,0,Manufacturing,0,30.0,39.68,24.3,15.38,3.6808472824166723,15.38,367890,234567,367890,178901,123456,2410987,498765,367890,456789,0.09600823470916987,-2.3433213129725226,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
Manitoba,311,2021,247179.31071000002,2322146.0,0.1064443453210494,0,Manufacturing,0,40.0,68.17,51.52,16.65,4.222004585374694,16.65,432109,278901,432109,210987,145678,2589012,567890,398765,498765,0.1064443453210494,-2.2401330095698033,12.976433150215033,12.538612159123673,12.976433150215033,12.259551799185738,11.889153985586766,14.76678689371714,13.249683016976556,12.896127549928528
Manitoba,311,2022,280173.04932,2205461.0,0.1270360479373124,0,Manufacturing,0,50.0,94.9,76.25,18.65,4.552823705615882,18.65,389012,298765,456789,234567,156789,2678901,521098,412345,521098,0.1270360479373124,-2.0632843907729908,12.871365470453831,12.607412590172439,13.031976856473577,12.365496540345632,11.962656231376378,14.80091719375658,13.163693402855015,12.929615656566547
Manitoba,311,2023,270318.21028,2244824.0,0.12041844272864136,0,Manufacturing,0,65.0,77.58,58.93,18.65,4.351309662011821,18.65,401234,312345,478901,256789,167890,2789012,534567,423456,534567,0.12041844272864136,-2.116782579028779,12.902300077241911,12.651863625109904,13.079249174447126,12.456010014989538,12.031064282030444,14.841197969217795,13.189212352386619,12.956204891572776
Manitoba,312,2017,33901.05,250.0,135.6041994575832,0,Manufacturing,0,0.0,50.88,30.88,20.0,3.9294699190318667,20.0,367890,234567,367890,178901,123456,2410987,498765,367890,498765,135.6041994575832,4.909740344477955,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
Manitoba,312,2018,35704.31,235.0,151.93323339602878,0,Manufacturing,0,0.0,65.23,38.58,26.65,4.177919485808005,26.65,234567,178901,298765,123456,98765,2198765,367890,342109,412345,151.93323339602878,5.023441170372495,12.365496540345632,12.094587859196112,12.607412590172439,11.7236400962654,11.500498569962101,14.603406397068623,12.815539259424181,12.742884678716692
Manitoba,312,2019,35730.653,169.0,211.42398099749124,0,Manufacturing,0,20.0,56.99,38.59,18.4,4.0428758138469085,18.4,189012,156789,278901,109876,87654,1987654,312345,338901,367890,211.42398099749124,5.353865505968797,12.149565784089736,11.962656231376378,12.538612159123673,11.607107736197484,11.38115252536057,14.502465606785602,12.651863625109904,12.733463308313716
Manitoba,312,2020,34267.623,578.0,59.28654488012708,0,Manufacturing,0,30.0,39.68,24.3,15.38,3.6808472824166723,15.38,367890,234567,367890,178901,123456,2410987,498765,367890,456789,59.28654488012708,4.082382381103486,12.815539259424181,12.365496540345632,12.815539259424181,12.094587859196112,11.7236400962654,14.695546765195225,13.11989032192193,12.815539259424181
Manitoba,312,2021,32394.593,114.0,284.16309399856937,0,Manufacturing,0,40.0,68.17,51.52,16.65,4.222004585374694,16.65,432109,278901,432109,210987,145678,2589012,567890,398765,498765,284.16309399856937,5.649548347971476,12.976433150215033,12.538612159123673,12.976433150215033,12.259551799185738,11.889153985586766,14.76678689371714,13.249683016976556,12.896127549928528
Manitoba,312,2022,34033.063,2206.0,15.427499086388261,0,Manufacturing,0,50.0,94.9,76.25,18.65,4.552823705615882,18.65,389012,298765,456789,234567,156789,2678901,521098,412345,521098,15.427499086388261,2.736151571993395,12.871365470453831,12.607412590172439,13.031976856473577,12.365496540345632,11.962656231376378,14.80091719375658,13.163693402855015,12.929615656566547
Manitoba,312,2023,29084.51974,5999.0,4.848227993857605,0,Manufacturing,0,65.0,77.58,58.93,18.65,4.351309662011821,18.65,401234,312345,478901,256789,167890,2789012,534567,423456,534567,4.848227993857605,1.5786132760971856,12.902300077241911,12.651863625109904,13.079249174447126,12.456010014989538,12.031064282030444,14.841197969217795,13.189212352386619,12.956204891572776
Manitoba,325,2008,80637.2,364806.0,0.2210413205917089,1,Chemical products,0,0.0,99.67,79.67,20.0,4.601864728979365,20.0,248912,142567,276543,98765,72345,1987654,378945,305678,162895,0.2210413205917089,-1.5094056239380762,12.424854699326902,11.8675673436316,12.53012160322397,11.500498569962101,11.189201621171183,14.502465606785602,12.845146354800312,12.630287539309531
Manitoba,325,2009,82673.68063,530319.0,0.15589424597241303,1,Chemical products,0,0.0,61.95,46.95,15.0,4.126327608075152,15.0,189456,112345,234567,76543,65432,1765432,312456,298765,228621,0.15589424597241303,-1.8585774120510279,12.151912086570738,11.62932977284033,12.365496540345632,11.245607953403638,11.08876671441481,14.383905977607686,12.652218938245342,12.607412590172439
Manitoba,325,2010,84951.58094,453006.0,0.1875285999298298,1,Chemical products,0,0.0,79.48,64.48,15.0,4.375505417683616,15.0,223456,134567,256789,87654,72345,1923456,345678,310987,289998,0.1875285999298298,-1.6738239122445484,12.316969805645762,11.8098174952568,12.456010014989538,11.38115252536057,11.189201621171183,14.469634125945344,12.753262984891322,12.647506389644613
Manitoba,325,2011,80800.47528,667474.0,0.12105411638487633,1,Chemical products,0,0.0,94.88,74.88,20.0,4.552612935249416,20.0,267890,156789,278901,98765,76543,2012345,398765,318765,274178,0.12105411638487633,-2.111517590518452,12.498331727475062,11.962656231376378,12.538612159123673,11.500498569962101,11.245607953403638,14.514811266675228,12.896127549928528,12.672209433171071
Manitoba,325,2018,75420.024,1780861.0,0.042350314819605606,1,Chemical products,0,0.0,65.23,38.58,26.65,4.177919485808005,26.65,234567,178901,298765,123456,98765,2198765,367890,342109,412345,0.042350314819605606,-3.161779424154783,12.365496540345632,12.094587859196112,12.607412590172439,11.7236400962654,11.500498569962101,14.603406397068623,12.815539259424181,12.742884678716692
Manitoba,325,2019,76065.212,2834516.0,0.02683534402344992,1,Chemical products,0,20.0,56.99,38.59,18.4,4.0428758138469085,18.4,189012,156789,278901,109876,87654,1987654,312345,338901,367890,0.02683534402344992,-3.6180354534821038,12.149565784089736,11.962656231376378,12.538612159123673,11.607107736197484,11.38115252536057,14.502465606785602,12.651863625109904,12.733463308313716
Manitoba,325,2022,78210.95826,3103353.0,0.02520208247659058,1,Chemical products,0,50.0,94.9,76.25,18.65,4.552823705615882,18.65,389012,298765,456789,234567,156789,2678901,521098,412345,521098,0.02520208247659058,-3.680828649919144,12.871365470453831,12.607412590172439,13.031976856473577,12.365496540345632,11.962656231376378,14.80091719375658,13.163693402855015,12.929615656566547
Manitoba,325,2023,78977.88299,3019513.0,0.02615583472896916,1,Chemical products,0,65.0,77.58,58.93,18.65,4.351309662011821,18.65,401234,312345,478901,256789,167890,2789012,534567,423456,534567,0.02615583472896916,-3.643682987969183,12.902300077241911,12.651863625109904,13.079249174447126,12.456010014989538,12.031064282030444,14.841197969217795,13.189212352386619,12.956204891572776
Manitoba,327,2007,152959.9083,11234.0,13.615800986859908,1,Nonmetallic mineral products,0,0.0,72.34,57.34,15.0,4.281377226523952,15.0,262418,168942,298764,112345,78456,2103489,398712,312456,164214,13.615800986859908,2.611230955600517,12.477693931260342,12.037310739733964,12.607409243054558,11.62932977284033,11.270293237072156,14.559107952619433,12.895994630734425,12.652218938245342
